TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
10-07-2026,10-07-2026,CM,BSE,STK,507981,INE726D01016,JINDHOT,X,,,,,JINDAL HOTELS LTD.,63.98,65,62.1,62.5,62.5,61.81,,62.5,,,3826,243683,33,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,507998,INE657D01021,SIMMOND,XT,,,,,SIMMONDS MARSHALL LTD.,188,189,176.1,181.95,182,184.45,,181.95,,,2014,362058,50,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,508136,INE489D01011,BNALTD,B,,,,,B & A LTD.,340.3,340.3,320,321.5,320,340,,323.2,,,50,16075,9,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,508486,INE979B01015,HAWKINCOOK,B,,,,,HAWKINS COOKERS LTD.,8849.95,8969.95,8830.35,8849,8849,8943.85,,8869,,,254,2251796,54,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,508494,INE712A01012,WARRENTEA,X,,,,,WARREN TEA LTD.,49.3,50,46.4,46.8,46.8,46.79,,46.8,,,2118,104056,33,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,508571,INE788M01017,COCHMAL,X,,,,,COCHIN MALABAR ESTATES & INDUS,127.3,131.7,124.15,131.7,131.7,132,,131.7,,,37,4709,13,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,508664,INE553F01035,BESTEAST,X,,,,,BEST EASTERN HOTELS LTD.,11,11.2,10.55,11.16,11.16,10.93,,11.16,,,1725,18691,23,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,508670,INE605D01012,NEAGI,B,,,,,NEELAMALAI AGRO INDUSTRIES LTD,3100,3100,3100,3100,3100,3100,,3142,,,8,24800,2,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,508807,INE684B01029,ISTLTD,X,,,,,IST LTD.,619.95,631.5,610,622.15,622.15,619.3,,622.15,,,1384,861467,88,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,508814,INE757A01017,COSMOFIRST,B,,,,,Cosmo First Limited,830.6,836.1,824.65,828.55,831,818.4,,831.05,,,2051,1700953,104,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,508869,INE437A01024,APOLLOHOSP,A,,,,,APOLLO HOSPITALS ENTERPRISE LT,8899.7,8899.7,8774.9,8841.55,8843.7,8842.95,,8841,,,25232,221740015,889,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,508875,INE861H01020,NITINCAST,X,,,,,Nitin Castings Limited,522.05,575,521.55,567,567,549,,567,,,256,139300,27,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,508905,INE641A01013,NEXOME,XT,,,,,NEXOME CAPITAL MARKETS LIMITED,121.95,121.95,117,118,118,117.1,,118,,,148,17664,7,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,508906,INE295A01018,EVERESTIND,T,,,,,EVEREST INDUSTRIES LTD.,493,493,480.2,489.9,490,480.1,,491.55,,,227,110240,18,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,508918,INE791H01011,IRONWOOD,X,,,,,IRONWOOD EDUCATION LIMITED,50.51,58,50.51,55.51,55.51,53.52,,55.51,,,29849,1712620,83,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,508933,INE193B01039,AYMSYNTEX,B,,,,,AYM Syntex Limited,237.05,239.1,227.5,228.65,227.7,232.3,,228.12,,,3314,772916,120,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,508941,INE013E01017,PANCARBON,X,,,,,PANASONIC CARBON INDIA CO.LTD.,469.95,471.5,465.2,469.75,470.8,469.2,,469.75,,,730,341162,46,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,508954,INE734I01027,FINKURVE,B,,,,,FINKURVE FINANCIAL SERVICES LT,62.2,66.69,62.2,64.89,63.1,65.54,,65.14,,,2417,157420,42,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,508956,INE549B01016,HBLEAS,X,,,,,HB LEASING & FINANCE CO.LTD.,9.8,10.5,9.8,10.5,10.5,10.01,,10.5,,,486,4935,16,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,508961,INE753D01010,SHRICON,XT,,,,,SHRICON INDUSTRIES LTD.,198,199.5,180.5,180.5,180.5,190,,180.5,,,55,10856,5,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,508969,INE673M01029,SULABEN,X,,,,,SULABH ENGINEERS & SERVICES LT,2.92,3.03,2.9,2.95,2.95,2.89,,2.95,,,18016,53204,55,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,508980,INE977E01013,FRONTCAP,X,,,,,FRONTIER CAPITAL LIMITED,8.8,8.8,8.14,8.72,8.72,8.56,,8.72,,,17520,148395,34,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,508989,INE060A01024,NAVNETEDUL,B,,,,,NAVNEET EDUCATION LIMITED,150.4,151.15,149.25,149.9,150,148.95,,150.05,,,5537,832271,132,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509009,INE218C01016,AUSOMENT,T,,,,,AUSOM ENTERPRISE LIMITED,118.1,122.4,118,121.9,122.2,122.45,,122.12,,,293,34935,7,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509015,INE190F01028,THAKRAL,X,,,,,THAKRAL SERVICES (INDIA) LTD.,13.98,15.4,13.97,15.34,15,14.7,,15.34,,,4468,62878,8,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509020,INE413B01023,RUCHINFRA,B,,,,,RUCHI INFRASTRUCTURE LTD.,5.98,6.01,5.8,5.81,5.81,5.8,,5.81,,,6352,37369,46,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509024,INE088E01019,GOLDLEG,X,,,,,GOLDEN LEGAND LEASING & FINANC,9.3,9.95,9.3,9.66,9.5,9.35,,9.66,,,49861,481194,92,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509026,INE117F01013,VJTFEDU,X,,,,,VJTF EDUSERVICES LTD.,69.01,76,64.2,72.71,71.2,70,,72.71,,,2156,156440,23,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509038,INE763D01019,VOLLF,X,,,,,VOLTAIRE LEASING & FINANCE LTD,15.92,15.92,15.85,15.85,15.85,16,,15.85,,,353,5595,2,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509040,INE040F01033,NETLINK,X,,,,,NETLINK SOLUTIONS (INDIA) LTD.,180.25,198,179.15,181.6,181.5,181,,181.6,,,1642,303066,68,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509046,INE778N01016,TRILIANCE,XT,,,,,TRILIANCE POLYMERS LIMITED,45.57,45.57,41.23,41.39,41.23,43.4,,41.39,,,474,19634,4,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509048,INE572G01025,LANCORHOL,B,,,,,LANCOR HOLDINGS LTD.,25.69,27.5,25.2,27.5,27.5,25,,27.5,,,29245,793902,252,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509051,INE300B01022,INDINFO,X,,,,,INDIAN INFOTECH & SOFTWARE LTD,0.57,0.58,0.57,0.57,0.57,0.57,,0.57,,,1497147,856859,597,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509053,INE521L01030,BANASFN,X,,,,,BANAS FINANCE LTD.,7.05,7.21,7.03,7.03,7.03,7.03,,7.03,,,12788,90328,77,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509055,INE392A01021,VISAKAIND,B,,,,,VISAKA INDUSTRIES LTD.,79.43,82.5,78.17,81.73,81.77,77.76,,81.91,,,12823,1029430,173,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509069,INE669A01022,INFOMEDIA,B,,,,,INFOMEDIA PRESS LTD.,6.16,6.16,5.5,5.89,5.89,5.7,,5.64,,,2238,12463,41,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509073,INE525B01016,HATHWAYB,X,,,,,HATHWAY BHAWANI CABLETEL & DAT,11.95,11.95,11.7,11.7,11.7,11.98,,11.7,,,1700,20065,12,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509079,INE742B01025,GUFICBIO,B,,,,,GUFIC BIOSCIENCES LTD.,389.6,398.05,381.25,391.85,390.7,387.1,,392.35,,,8174,3181049,366,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509084,INE107J01016,PHOTON,XT,,,,,PHOTON CAPITAL ADVISORS LTD.,262.1,262.1,262.1,262.1,262.1,249.65,,262.1,,,105,27520,2,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509152,INE137I01015,GRPLTD,B,,,,,GRP LTD.,1950,1961.7,1907,1916.7,1907,1950,,1921.5,,,245,476976,81,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509162,INE802D01023,INDAG,XT,,,,,INDAG RUBBER LTD.,98.3,100,95.5,97,97.95,97.55,,97,,,3747,363659,84,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509196,INE159E01026,MMRUBBR-B,X,,,,,MM RUBBER COMPANY LTD.,59.5,59.85,57.6,59.5,59.85,60.73,,59.5,,,1824,107056,62,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509220,INE034D01049,PTL,B,,,,,PTL ENTERPRISES LTD.,39.87,40.69,39.87,40.25,40.25,40.87,,40.21,,,12095,485507,113,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509243,INE421C01016,TVSSRICHAK,B,,,,,TVS SRICHAKRA LTD.,4241,4270.95,4129.65,4150.65,4129.65,4136.35,,4159.9,,,142,597689,43,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509423,INE367E01033,SEL,X,,,,,SANATHNAGAR ENTERPRISES LIMITE,34,34,32.72,32.72,32.72,34.44,,32.72,,,419,13719,11,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509438,INE664D01019,BENARAS,B,,,,,BENARES HOTELS LTD.,10400,10499,10110.05,10382.55,10399,10378.3,,10382.55,,,522,5397947,489,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509449,INE026I01010,BHAGWOX,X,,,,,BHAGWATI OXYGEN LTD.,32.5,33,32.05,32.65,33,32.05,,32.65,,,394,12790,12,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509470,INE01TL01014,BOMOXY-B1,X,,,,,BOMBAY OXYGEN INVESTMENTS LIMI,18902,19199.95,18860.65,18860.65,18860.65,18860.65,,18860.65,,,7,132498,7,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509472,INE145E01017,CRAVATEX,X,,,,,CRAVATEX LTD.,395.1,412.5,395.1,400.7,399,395.1,,400.7,,,11249,4552900,271,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509480,INE463A01038,BERGEPAINT,A,,,,,BERGER PAINTS INDIA LTD.,492.6,504,492.6,497.1,497,496.65,,497.25,,,5138,2568231,379,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509486,INE479A01018,CAPRIHANS,X,,,,,CAPRIHANS INDIA LTD.,75,76.4,73.5,76.4,76.4,74.15,,76.4,,,1017,76665,19,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509488,INE371A01025,GRAPHITE,A,,,,,GRAPHITE INDIA LTD.,587.65,618.85,583,612.35,612.35,581.05,,612.6,,,133877,81294452,3190,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509496,INE686A01026,CEMPRO,A,,,,,Cemindia Projects Limited,1590.6,1590.6,1548.3,1565.45,1571.65,1550.4,,1566.8,,,16332,25559128,1167,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509525,INE515H01014,EMPIND,X,,,,,EMPIRE INDUSTRIES LTD.,1010,1028,1002.3,1012.85,1012.85,1012.55,,1012.85,,,1762,1793763,77,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509546,INE214F01026,GRAVISSHO,B,,,,,GRAVISS HOSPITALITY LTD.,31.25,31.25,29.5,30.74,30.74,31.07,,30.9,,,1529,45331,18,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509557,INE276A01018,GARFIBRES,A,,,,,GARWARE TECHNICAL FIBRES LIMIT,721.1,727.2,718.8,723.55,724.8,722,,724.35,,,2999,2168336,203,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509563,INE925D01014,GARWAMAR,X,,,,,GARWARE MARINE INDUSTRIES LTD.,22.75,22.75,21.53,21.67,21.54,21.88,,21.67,,,2029,44355,42,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509567,INE426D01013,GOACARBON,B,,,,,GOA CARBON LTD.,400.2,413.05,396.2,404.1,404.1,392.35,,402.5,,,1023,415712,118,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509597,INE722D01015,HARDCAS,X,,,,,HARDCASTLE & WAUD MFG.CO.LTD.,859.95,859.95,834.7,838.55,841.95,839,,838.55,,,51,42777,8,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509631,INE545A01024,HEG,A,,,,,HEG LTD.,526.55,565.2,518.55,545.4,545.4,515.05,,545.05,,,321851,176566510,6937,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509635,INE310C01029,HINDCOMPOS,B,,,,,HINDUSTAN COMPOSITES LTD.,438,438.1,435.3,438.1,438.1,438.95,,437.9,,,460,200647,43,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509675,INE557A01011,BIRLANU,B,,,,,BIRLANU LIMITED,1351.95,1358.8,1310.3,1321.9,1352.1,1327.8,,1319.8,,,496,664318,121,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509692,INE061A01014,INDIANCARD,B,,,,,INDIAN CARD CLOTHING CO.LTD.,238.2,240,235,235.55,235,238.2,,235.44,,,110,26049,10,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509709,INE575C01027,INTLCONV,B,,,,,INTERNATIONAL CONVEYORS LTD.,81.85,81.85,79.14,80.31,81,80.16,,80.21,,,9233,741279,140,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509715,INE364A01020,JAYSREETEA,B,,,,,JAY SHREE TEA & INDUSTRIES LTD,82.98,83.67,82.71,83.21,83,82.3,,83.38,,,3722,308949,46,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509732,INE972A01020,KOTIC,B,,,,,KOTHARI INDUSTRIAL CORPORATION,170,196.4,170,182.7,182.7,172.55,,183.19,,,59211,11267423,1829,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509760,INE370A01019,MODRNSH,X,,,,,MODERN SHARES & STOCKBROKERS L,35.59,35.59,33.9,35.59,35.59,35.95,,35.59,,,24,843,12,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509762,INE848M01019,MAPROIN,X,,,,,MAPRO INDUSTRIES LTD.,27.8,27.8,27.8,27.8,27.8,26.48,,27.8,,,649,18042,7,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509820,INE275B01026,HUHTAMAKI,B,,,,,HUHTAMAKI INDIA LIMITED,209.25,213,209.25,210.85,212,207.45,,211.13,,,4918,1037242,164,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509835,INE940N01012,PREMSYN,X,,,,,PREMIER SYNTHETICS LTD.,16.49,16.49,15,15,15,16.49,,15,,,294,4619,13,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509874,INE849C01026,SHALPAINTS,B,,,,,SHALIMAR PAINTS LTD.,49,51.64,49,51.47,51.53,50.52,,50.92,,,6557,335649,64,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509887,INE896E01023,SINNAR,XT,,,,,SINNAR BIDI UDYOG LTD.,798.5,837,759.05,837,837,799,,837,,,49,38587,7,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509895,INE832D01020,HINDMILL,X,,,,,HINDOOSTAN MILLS LTD.,161,161,155.5,161,161,159.5,,161,,,74,11894,7,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509930,INE195A01028,SUPREMEIND,A,,,,,SUPREME INDUSTRIES LTD.,3249.95,3326.9,3230,3322.05,3324,3222.35,,3319.6,,,61075,201673238,1111,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509945,INE077P01034,THACKER,T,,,,,THACKER & CO.LTD.,1050,1107.95,1050,1055.1,1050,1100,,1055.7,,,23,24210,5,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509953,INE961E01017,TRADWIN,XT,,,,,TRADE WINGS LTD.,587.55,616,587.55,587.55,587.55,587.55,,587.55,,,87,51146,9,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509960,INE726E01014,UPHOT,X,,,,,U.P.HOTELS LTD.,1420,1420,1400,1406.35,1419,1420.65,,1406.35,,,50,70390,4,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,509966,INE710A01016,VSTIND,B,,,,,VST INDUSTRIES LTD.,249.8,251.4,245.65,248.6,249.15,264.85,,248.6,,,45517,11288144,934,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,510245,INE804A01025,SWASTIVI,X,,,,,SWASTI VINAYAKA SYNTHETICS LTD,3.79,3.82,3.66,3.68,3.7,3.63,,3.68,,,37611,140164,146,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511000,INE856D01011,MSLGLOBAL,X,,,,,MSL GLOBAL LIMITED,16.5,17.7,15.99,16.11,16.85,16.9,,16.11,,,8144,132727,55,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511012,INE457N01025,YAMNINV,XT,,,,,YAMINI INVESTMENTS COMPANY LTD,0.63,0.63,0.61,0.62,0.62,0.63,,0.62,,,692042,429311,353,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511016,INE946K01023,PREMCAP,XT,,,,,PREMIER CAPITAL SERVICES LTD.,4.66,4.66,4.66,4.66,4.66,4.9,,4.66,,,10155,47322,4,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511018,INE679T01013,ZMILGFIN,X,,,,,MILGREY FINANCE & INVESTMENT L,42.1,43.49,40.12,42.06,42.06,42.11,,42.06,,,112823,4660780,290,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511034,INE742C01031,JINDRILL,B,,,,,JINDAL DRILLING & INDUSTRIES L,627.65,627.65,599.35,604.85,605.3,621.5,,603.15,,,58975,35976378,1685,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511066,INE302E01014,SAKTHIFIN,X,,,,,SAKTHI FINANCE LTD.,28.98,29,27.66,28.92,28.92,28.61,,28.92,,,7216,207729,70,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511076,INE065D01027,AEROENTER,B,,,,,AEROFLEX ENTERPRISES LIMITED,120,125.55,119.5,124.7,123.9,120,,124.96,,,38996,4769898,438,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511092,INE047E01031,JMDVL,X,,,,,JMD Ventures Limited,6.61,7.28,6.61,7.25,7.28,6.94,,7.25,,,118454,856501,96,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511108,INE705C01020,SHIVATEX,B,,,,,SHIVA TEXYARN LTD.,174.95,174.95,152.95,152.95,152.95,155.2,,153.18,,,41,6543,10,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511110,INE848D01018,VBDESAI,X,,,,,V.B.DESAI FINANCIAL SERVICES L,17.75,17.75,17.75,17.75,17.75,16.05,,17.75,,,2160,38340,7,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511116,INE527B01020,QUADRANT,XT,,,,,QUADRANT TELEVENTURES LIMITED,0.46,0.46,0.46,0.46,0.46,0.44,,0.46,,,918108,422329,113,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511122,INE609B01018,1STCUS,X,,,,,FIRST CUSTODIAN FUND (INDIA) L,67.5,67.5,60.51,65.99,65.99,62.87,,65.99,,,84,5410,12,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511131,INE344D01018,KAMANWALA,X,,,,,KAMANWALA HOUSING CONSTRUCTION,15.25,15.5,14.8,15.01,15.01,15.7,,15.01,,,24551,369235,122,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511147,INE549D01012,WSFX,X,,,,,WSFX Global Pay Limited,63,64.45,60.48,62.5,62.5,62.37,,62.5,,,233,14673,22,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511153,INE096I01021,ANJANIFOODS,X,,,,,Anjani Foods Limited,16.47,17.99,16.47,17.98,17.98,16.04,,17.98,,,10668,184980,57,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511169,INE552N01023,RKDAGRRTL,XT,,,,,RKD AGRI AND RETAIL LIMITED,5.91,5.91,5.91,5.91,5.91,5.93,,5.91,,,2002,11831,3,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511176,INE635I01018,PARSHWANA,X,,,,,PARSHWANATH CORPORATION LTD.,67.9,69.99,66.67,69.99,69.99,67.9,,69.99,,,155,10349,4,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511187,INE570N01025,MILLENNIUM,X,,,,,Millennium Online Solutions (I,2.02,2.02,2.01,2.02,2.02,2.03,,2.02,,,3067,6174,8,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511194,INE613B01010,ICDSLTD,B,,,,,ICDS LTD.,42,42,40.1,41.99,41.99,42.15,,41.1,,,242,10114,6,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511196,INE477A01020,CANFINHOME,A,,,,,CAN FIN HOMES LTD.,923.15,931,912.05,920.1,918.75,915.05,,921.35,,,12961,11968463,833,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511208,INE050B01023,IVC,B,,,,,IL&FS INVESTMENT MANAGERS LTD.,8.21,8.21,8.11,8.17,8.17,8.11,,8.14,,,10111,82452,87,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511218,INE721A01047,SHRIRAMFIN,A,,,,,Shriram Finance Limited,1050,1052,1039.55,1044.4,1044.4,1032.6,,1044.1,,,171875,179671204,7723,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511243,INE121A01024,CHOLAFIN,A,,,,,CHOLAMANDALAM INVESTMENT AND F,1812.7,1827,1802,1808.55,1805,1792.85,,1807.8,,,25168,45648754,2198,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511246,INE910D01024,BOMTALKIES,X,,,,,BOMBAY TALKIES LIMITED,3.5,3.5,3.21,3.21,3.21,3.34,,3.21,,,629,2154,12,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511260,INE088P01015,ICONIKSPEV,X,,,,,ICONIK SPORTS AND EVENTS LIMIT,37.5,37.64,34.75,35.33,36.17,35.85,,35.33,,,126945,4569078,409,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511333,INE709A01018,VLSFINANCE,B,,,,,VLS FINANCE LTD.,254.95,256.4,253.9,253.95,253.95,253.15,,253.9,,,232,59210,15,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511355,INE429D01017,INDCEMCAP,XT,,,,,INDIA CEMENTS CAPITAL LTD.,16.76,16.76,15.75,15.76,15.75,16.36,,15.76,,,158218,2499628,43,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511359,INE556D01017,ADMANUM,X,,,,,AD-MANUM FINANCE LTD.,59.89,61.46,58.99,61.23,61.44,59.04,,61.23,,,633,37920,14,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511391,INE661M01016,INTRGLB,X,,,,,INTER GLOBE FINANCE LTD.,72,72,70.3,70.3,70.3,73.99,,70.3,,,506,35887,9,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511401,INE410E01015,MCLTD,X,,,,,MUNOTH COMMUNICATION LIMITED,5.25,5.25,5.03,5.03,5.03,5.29,,5.03,,,30,153,3,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511411,INE472C01027,SHRISTI,X,,,,,SHRISTI INFRASTRUCTURE DEVELOP,30.5,30.5,29.5,29.5,29.5,28.65,,29.5,,,43,1289,4,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511413,INE559D01011,CREST,B,,,,,CREST,367.45,373,360,369.35,373,363.5,,370.75,,,1258,458604,48,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511431,INE051B01021,VAKRANGEE,B,,,,,VAKRANGEE LIMITED,6.15,6.15,6.07,6.08,6.07,6.05,,6.08,,,33772,205981,133,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511441,INE034B01019,GUJCRED,X,,,,,GUJARAT CREDIT CORPORATION LTD,21.94,23,20.85,20.94,20.88,21.94,,20.94,,,1720,36530,41,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511447,INE706F01021,SYLPH,X,,,,,Sylph Industries Limited,0.27,0.28,0.27,0.27,0.27,0.28,,0.27,,,13515423,3657764,1160,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511451,INE899D01011,DHARFIN,XT,,,,,DHARANI FINANCE LTD.,14.3,15,14.3,15,15,15,,15,,,2,29,2,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511463,INE191N01012,ALEXANDER,X,,,,,Alexander Stamps And Coin Limi,8.18,8.18,7.7,7.7,7.7,8.1,,7.7,,,3309,26559,9,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511473,INE841B01017,INDBANK,B,,,,,INDBANK MERCHANT BANKING SERVI,33.67,34.2,33.48,34.08,33.9,33.47,,34.06,,,10857,368421,225,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511493,INE488C01015,SHRYDUS,XT,,,,,SHRYDUS INDUSTRIES LIMITED,4.5,4.65,4.5,4.62,4.65,4.55,,4.62,,,52609,241381,118,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511501,INE900A01013,BHARAT,X,,,,,Bharat Bhushan Finance & Commo,24.35,24.89,23.82,24.75,24.75,24.52,,24.75,,,1958,47719,16,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511505,INE707C01018,CAPTRUST,T,,,,,CAPITAL TRUST LTD.,12.82,12.82,12.18,12.49,12.49,12.82,,12.38,,,30408,371080,88,F1,1,,,,,
10-07-2026,10-07-2026,CM,BSE,STK,511509,INE380K01017,VIVOBIOT,X,,,,,VIVO BIO TECH LTD.,24,24.48,23.11,23.57,23.51,23.12,,23.57,,,40826,970852,122,F1,1,,,,,
